Производитель;Артикул;Наименование;Объем;Состав;Вязкость;API;ACEA;Допуски OEM;Цена;Количество
Idemitsu;FBA-0402-004;Моторное масло IDEMITSU Extreme Touring SAE 5W-40 (4л);4;Синтетическое;5W-40;SM/CF;;;0;1
Idemitsu;FBA-0084-004;Моторное масло IDEMITSU Racing Diesel SAE 5W-30 (4л);4;Гидрокрекинг;5W-30;CF/SG;;;0;1
Idemitsu;FIA-8848-6L4L;Моторное масло IDEMITSU Zepro Eco Medalist SAE 0W-20 (4л);4;Гидрокрекинг;0W-20;SN;;;0;1
LIQUI MOLY;1192;Моторное масло LIQUI MOLY Leichtlauf Special LL SAE 5W-30 (1л);1;HC-cинтетическое;5W-30; CF,SL; B4,A3; VW 505.00,BMW LLe-01,MB 229.5,Opel GM LL A025,Opel GM LL B025,VW 502.00;0;1
LIQUI MOLY;8054;Моторное масло LIQUI MOLY Leichtlauf Special LL SAE 5W-30 (1л);1;Гидрокрекинг;5W-30; CF,SL; B4,A3; VW 505.00,BMW LLe-01,MB 229.5,Opel GM LL A025,Opel GM LL B025,VW 502.00;0;Мало
LIQUI MOLY;3929;Моторное масло LIQUI MOLY Optimal SAE 10W-40 (1л);1;Полусинтетическое;10W-40; CF,SL; B3,A3;MB 229.1;1;1
LIQUI MOLY;1905;Моторное масло LIQUI MOLY Molygen SAE 5W-50 (1л);1;Синтетическое;5W-50; CF,SJ; B3,A3; VW 505.00,MB 229.1,VW 502.00;0;1
LIQUI MOLY;ab-1908;Моторное масло LIQUI MOLY Molygen SAE 10W-50 (1л);1;Полусинтетическое;10W-50; CF,SJ; B3,A3; VW 505.00,MB 229.1,VW 501.01;0;1
LIQUI MOLY;9076;Моторное масло LIQUI MOLY Synthoil High Tech SAE 5W-30 (4л);4;Синтетическое;5W-30;SM/CF; A3/B4,C3; VW 505.01,BMW Longlife-04,Ford WSS-M2C 917-A,GM dexos2 TM,GM LL-B-025,MB-229.51,Opel GM LL-A-025,VW 502.00;0;1
LIQUI MOLY;8066;Моторное масло LIQUI MOLY Special Tec AA SAE 0W-20 (4л);4;Гидрокрекинг;0W-20;SN;; GM 6094M,Chrysler MS-6395,Ford WSS-M2C946-A;0;1
LIQUI MOLY;9042;Моторное масло LIQUI MOLY Molygen New Generation SAE 5W-30 (4л);4;Гидрокрекинг;5W-30;SN;;;0;1
LIQUI MOLY;9054;Моторное масло LIQUI MOLY Molygen New Generation SAE 5W-40 (4л);4;Гидрокрекинг;5W-40;SN/CF;A3/B4; VW 505.00,BMW LL-01,MB 229.5,Porsche A40,Renault RN 0700,VW 502.00;0;1
LIQUI MOLY;9067;Моторное масло LIQUI MOLY Synthoil High Tech SAE 5W-50 (4л);4;Синтетическое;5W-50;SM/CF;A3/B4; Porsche A40,BMW Longlife-98,MB 229.3,VW 502.00,VW 505.00;0;1
LIQUI MOLY;7516;Моторное масло LIQUI MOLY Leichtlauf Special AA SAE 5W-30 (4л);4;HC-cинтетическое;5W-30;SN;;;0;1
LIQUI MOLY;9060;Моторное масло LIQUI MOLY Molygen New Generation SAE 10W-40 (4л);4;Гидрокрекинг;10W-40;SL/CF;A3/B4; VW 505.00,MB 229.3,VW 502.00;0;1
LIQUI MOLY;7524;Моторное масло LIQUI MOLY Leichtlauf Special AA SAE 10W-30 (4л);4;HC-cинтетическое;10W-30;SM;;;0;1
LIQUI MOLY;1915;Моторное масло LIQUI MOLY Synthoil High Tech SAE 5W-40 (4л);4;Синтетическое;5W-40; СF,SM; B4,A3; Porsche А40,MB 229.3,VW 502 00,VW 505 00;0;1
LIQUI MOLY;1916;Моторное масло LIQUI MOLY Super Leichtlauf SAE 10W-40 (4л);4;;10W-40; CF,SL; B4,A3;MB 229.1,VW 500.00,VW 501.01,VW 505.00;0;1
LOTOS;WG-BE04110-000;Моторное масло LOTOS Diesel Classic SAE 10W (180кг);180;Минеральное;10W;;;;0;1
LOTOS;WG-BE04120-000;Моторное масло LOTOS Diesel Classic SAE 10W-30 (180кг);180;Минеральное;10W-30;CF-4;;;0;1
LOTOS;WG-BE04130-000;Моторное масло LOTOS Diesel Classic SAE 15W-40 (180кг);180;Минеральное;15W-40;CF-4;;;1;1
LOTOS;WF-BE01750-000;Моторное масло LOTOS Turdus SHPD SAE 15W-40 (180кг);180;Минеральное;15W-40; SL,CF,CF-4,CG-4,CH-4;E2,E3,E5; CES 20077,CES 20076,MAN M 3275,MB 228.3,VOLVO VDS-2;0;1
LOTOS;WF-BE02B10-000;Моторное масло LOTOS Diesel Fleet SAE 10W-40 (180кг);180;Полусинтетическое;10W-40;CF,CH-4,CI-4,SL; A3,B3,B4,E3,E5,E7;  MTU-Typ2,Caterpilar ECF-1,Cummins CES 20071/72/76/77/78,MAN 3275,MB 228.3,MB 229.1,Renault Trucks RLD-2,VOLVO VDS-3;0;1
LOTOS;WF-BE02B20-000;Моторное масло LOTOS Diesel Fleet SAE 5W-40 (180кг);180;Полусинтетическое;5W-40;CF,CH-4,CI-4,SL; A3,B3,B4,E3,E5,E7;  MTU-Typ2,Caterpilar ECF-1,Cummins CES 20071/72/76/77/78,MAN 3275,MB 228.3,MB 229.1,Renault Trucks RLD-2,VOLVO VDS-3;0;1
LOTOS;WF-BE07510-000;Моторное масло LOTOS City SAE 15W-40 (180кг);180;Минеральное;15W-40;CD,SF;;;0;1
MANNOL;1100;Моторное масло MANNOL Classic SM/CF SAE 10W-40 (1л);1;Синтетическое;10W-40;SN/SM/CF;A3/B4; RENAULT RN0700,MB 229.1,VW 502.00,VW 505.00;0;1
MANNOL;ab-1220;Моторное масло MANNOL Universal SG/CD SAE 15W-40 (1л);1;Синтетическое;15W-40;SG/CD;;;0;1
MOBIL;150594;Моторное масло MOBIL 1 New Life SAE 0W-40 (20л);;Синтетическое;0W-40;SJ,SL,SM/CF;A3/B3/B4;BMW Longlife-01,GM-LL-A-025,GM-LL-B-025,MB 229.3,MB 229.5,Porsche,VW 502.00 / 505.00;0;1
MOBIL;144717a;Моторное масло MOBIL Delvac MX EXTRA SAE 10W-40 (60л);;Синтетическое;10W-40;CF-4,CG-4,CH-4,CI-4,SJ,SL;E7;MB 228.3,MB 235.28,Volvo VDS-2,Volvo VDS-3;0;1
MOBIL;150011A;Моторное масло MOBIL Super 3000 X1 SAE 5W-40 (20л);;Синтетическое;5W-40;CF,SJ,SL,SM;A3/B3/B4;MB 229.3,VW 502.00,VW 505.00;0;1
MOBIL;98868P/101125;Моторное масло MOBIL 1 SAE 0W-30 (208л);;Синтетическое;0W-30;CF,SJ,SL,SN;A1/B1,A5/B5;Ford WSS-M2C 929-A,Ford WSS-M2C 946-A,GM 4718M,GM 6094M;0;1
MOBIL;98HC53/102989;Моторное масло MOBIL 1 Extended Performance SAE 5W-20 (0,946л);0,946;Синтетическое;5W-20;SJ,SL,SM,SN;A1/B1;FORD WSS-M2C945-A;0;Мало
MOBIL;98HC54/112627;Моторное масло MOBIL 1 Extended Performance SAE 5W-30 (0,946л);0,946;Синтетическое;;;;;0;1
MOBIL;98HC59/102990;Моторное масло MOBIL 1 Extended Performance SAE 10W-30 (0,946л);0,946;Синтетическое;;;;;0;1
MOBIL;98KU95/112923;Моторное масло MOBIL Special SAE 20W-50 (0,946л);0,946;Полусинтетическое;20W-50;;SJ,SL,SM,SN;;0;1
MOBIL;98KV66/112930;Моторное масло MOBIL Special SAE 10W-30 (0,946л);0,946;Полусинтетическое;10W-30;SJ,SL,SM,SN;;GM 6094M;0;1
MOBIL;142089;Моторное масло для 4-Такт MOBIL 1 Racing 4T SAE 15W-50 (1л);1;Синтетическое;15W-40;SJ,SL,SM,SN;;;0;1
MOBIL;142821;Моторное масло для 4-Такт MOBIL Extra 4T SAE 10W-40 (1л);1;Полусинтетическое;10W-40;SJ;;;0;1
MOTUL;104091;Моторное масло для 4-Такт MOTUL 7100 Ester 4T SAE 10W-40 (1л);1;Синтетическое;10W-40; SG,SH,SJ,SL,SM,SN;;;0;1
MOTUL;102190;Моторное масло для 4-Такт MOTUL 7100 Ester 4T SAE 10W-60 (1л);1;Синтетическое;10W-60; SG,SH,SJ,SL,SM,SN;;;0;1
MOTUL;104103;Моторное масло для 4-Такт MOTUL 7100 Ester 4T SAE 20W-50 (1л);1;Синтетическое;20W-50; SG,SH,SJ,SL,SM,SN;;;0;1
MOTUL;101438;Моторное масло для 2-Такт MOTUL 800 2T Factory Line Off Road (1л);1;Синтетическое;;;;;0;1
MOTUL;ab-101443;Моторное масло для 2-Такт MOTUL 800 2T Factory Line Road Racing (1л);1;Синтетическое;;;;;0;1
MOTUL;102799;Моторное масло для 2-Такт MOTUL Garden 2T Hi-Tech (1л);1;Синтетическое;;TC;;;0;1
MOTUL;102787;Моторное масло для 4-Такт MOTUL Garden 4T SAE 30 (1л);1;Минеральное;30; CD,SG;;;0;1
MOTUL;102742;Моторное масло для 4-Такт MOTUL Kart 4T SAE 10W-40 (1л);1;Синтетическое;10W-40;;;;1;1
MOTUL;100015;Моторное масло для 2-Такт MOTUL Kart Grand Prix 2T (1л);1;Синтетическое;;TC;;;0;1
MOTUL;102788;Моторное масло для 2-Такт лод. мот. MOTUL Outboard 2T (1л);1;Минеральное;;TSC 4;; TC-WII,NMMA TC-W3 RL-56623,TC-W;0;1
MOTUL;101722;Моторное масло для 2-Такт лод. мот. MOTUL Outboard  Synth 2T (1л);1;Синтетическое;; TSC 4,TD;; CEC L-33-A-93,NMMA TC W3 RL-93399K,TC-W,TC-WII;0;1
MOTUL;102789;Моторное масло для 2-Такт лод. мот. MOTUL Outboard  Tech 2T (1л);1;Синтетическое;;TSC 4;; TC-WII,NMMA TC W3 RL-93938,TC-W;0;1
MOTUL;101468;Моторное масло для 4-Такт MOTUL Power Quad 4T SAE 10W-40 (1л);1;Синтетическое;10W-40;SL;;;0;1
MOTUL;101233;Моторное масло для 4-Такт MOTUL Quad 4T SAE 10W-40 (1л);1;Минеральное;10W-40; CF,SG,SH;;;0;1
MOTUL;101254;Моторное масло для 2-Такт MOTUL Scooter Expert 2T (1л);1;Синтетическое;;TC;;;0;Мало
Neste Oil;44245;Моторное масло NESTE City Standard SAE 10W-40 (4л);4;Синтетическое;10W-40;CF,SJ,SL; B4,A3,B3;VW 502.00,VW 505.00;0;1
Neste Oil;44545;Моторное масло NESTE City Standard SAE 5W-30 (4л);4;Синтетическое;5W-30;SJ; B1,A1;Ford WSS-M2C 912-A2,Ford WSS-M2C 913-A,Ford WSS-M2C 913-B;0;1
Neste Oil;54045;Моторное масло NESTE Premium SAE 10W-40 (4л);4;Полусинтетическое;10W-40;CF,SJ;A3,B3;;0;1
Neste Oil;64045;Моторное масло NESTE Super SAE 10W-40 (4л);4;Минеральное;10W-40;CF,SJ;;CCMC G4,VW 501.00;0;1
Neste Oil;71545;Моторное масло NESTE Special SAE 10W-30 (4л);4;Минеральное;10W-30;CC,SF;;;0;1
Neste Oil;124545;Моторное масло NESTE Turbo LXE SAE 15W-40 (4л);4;Минеральное;15W-40; SL,CF-4,CG-4,CH-4,CI-4; A3,B3,B4,E3,E7,Е5; Caterpillar TO-2,Allison C4,Caterpillar ECF-1a,Caterpillar ECF-2,Cummins CES 20072,Cummins CES 20076,Cummins CES 20077,Cummins CES 20078,Cummins CES20071,Global DHD-1,Mack EO-M Plus,MAN 3275,MB 228.3,MB 229.1,Renault RVI RLD,Renault RVI RLD-2,Volvo VDS-2,Volvo VDS-3,ZF TE-ML 04C,ZF TE-ML 07C;0;1
Neste Oil;191545;Моторное масло для 2-Такт NESTE 2-T Marine (4л);4;Минеральное;;TD;;NMMA TC-W 3 R-92001.;0;1
Neste Oil;193045;Моторное масло для 2-Такт NESTE 2-T Super (4л);4;Синтетическое;SAE 50;"TC 
TSC-3";;;1;1
Neste Oil;193545;Моторное масло для 2-Такт NESTE 2-T Super Rasing (4л);4;Синтетическое;;TC++;; Husqvarna 266.,Piaggio Hexagon;0;1
;550038330;Моторное масло PENNZOIL Ultra Platinum Full Synthetic Motor Oil SAE 5W-20 (Pure Plus Technology) (4,73л);;;;SJ,SL,SM,SN;;Chrysler MS-6395,FORD WSS-M2C945-A,GM 6094M;0;1
;550038320;Моторное масло PENNZOIL Ultra Platinum Full Synthetic Motor Oil SAE 5W-30 (Pure Plus Technology) (4,73л);;;;;;;0;1
Pennzoil;4053;Моторное масло для 2-Такт PENNZOIL Outdoor For Small Engines (0,236л);0,236;Синтетическое;;;;;0;1
Pennzoil;ab-3855;Моторное масло для 2-Такт лод. мот. PENNZOIL Outdoor Multi-Purpose 2-Cycle (0,473л);0,409;Синтетическое;;;;;1;1
Pennzoil;3909;Моторное масло для 2-Такт лод. мот. PENNZOIL Marine Premium Plus 2-Cycle (0,473л);0,473;Синтетическое;;;;;0;1
Pennzoil;3531;Моторное масло для 4-Такт PENNZOIL Outdoor 4-Cycle SAE 30 (0,591л);0,591;Синтетическое;;;;;0;1
Pennzoil;550022695;Моторное масло PENNZOIL Gold Synthetic Blend SAE 10W-30 (0,946л);0,946;Синтетическое;10W-30;;;;1;1
Pennzoil;550022809;Моторное масло PENNZOIL SAE 10W-40 (0,946л);0,946;Синтетическое;10W-40;;;;0;1
Pennzoil;3978;Моторное масло для 4-Такт лод. мот. PENNZOIL Marine Heavy Duty 4-Cycle SAE 40 (0,946л);0,946;Синтетическое;40;;;;0;1
Pennzoil;550022818;Моторное масло PENNZOIL High Mileage Vehicle SAE 5W-20 (0,946л);0,946;Синтетическое;5W-20;;;;0;1
PETRO-CANADA;TWOCYCC12;Моторное масло для 2-Такт PETRO-CANADA 2-Cycle Motor Oil (1л);1;Минеральное;;TC;;;0;1
PETRO-CANADA;DESYN04C16;Моторное масло PETRO-CANADA Duron-E Synthetic SAE 0W-40 (4л);4;Синтетическое;0W-40;CJ-4,SM;;;0;1
PETRO-CANADA;DXL03C16;Моторное масло PETRO-CANADA Duron XL Synthetic Blend SAE 0W-30 (4л);4;Полусинтетическое;0W-30;CH-4,SJ;;Caterpillar ECF-1a,Caterpillar TO-2,Cummins CES 20071,Cummins CES 20076,Mack EO M ,Mack EO N Plus;1;1
PETRO-CANADA;MOSYN52C16;Моторное масло PETRO-CANADA Supreme Synthetic SAE 5W-20 (4л);4;Синтетическое;5W-20;SN;ILSAC GF-5;Ford WSS-M2C 930-A,GM dexos1;0;1
PETRO-CANADA;DUSYN03C16;Моторное масло PETRO-CANADA Duron Synthetic SAE 0W-30 (4л);4;Синтетическое;0W-30;CI-4+;;Caterpillar ECF-1,Cummins CES 20076,FORD M2C-171D,Mack EO M ,MACK EO-M Plus;0;1
PETRO-CANADA;DESYN54C16;Моторное масло PETRO-CANADA Duron-E Synthetic SAE 5W-40 (4л);4;Cинтетическое;5W-40;SM, CJ-4;;;0;1
PETRO-CANADA;DUSYN54C16;Моторное масло PETRO-CANADA Duron Synthetic SAE 5W-40 (4л);4;Синтетическое;15W-40;CI-4+;;Caterpillar ECF-1,Cummins CES 20078,FORD M2C-171D,Mack EO M ,MACK EO-M Plus;0;1
PETRO-CANADA;MOSYN53C16;Моторное масло PETRO-CANADA Supreme Synthetic SAE 5W-30 (4л);4;Синтетическое;5W-30;SN;ILSAC GF-5;Ford WSS-M2C 929-A,GM dexos1,Honda HTO-06;0;1
PETRO-CANADA;DE13C16;Моторное масло PETRO-CANADA Duron-E SAE 10W-30 (4л);4;Синтетическое;10W-30;CH-4,CI-4,CI-4+,CJ-4,SM;;;0;1
PETRO-CANADA;DXL14C16;Моторное масло PETRO-CANADA Duron XL Synthetic Blend SAE 10W-40 (4л);4;Полусинтетическое;10W-40;CF,CH-4,CI-4,CI-4+,SL;A3/B3/B4;Caterpillar ECF-1a,Caterpillar ECF-2,Cummins CES 20076,Cummins CES 20078,MACK EO-N Premium Plus 03;1;1
PETRO-CANADA;DXL15C16;Моторное масло PETRO-CANADA Duron XL Synthetic Blend SAE 15W-40 (4л);4;Полусинтетическое;15W-40;;;;0;1
PETRO-CANADA;MOSP13C16;Моторное масло PETRO-CANADA Supreme SAE 10W-30 (4л);4;Полусинтетическое;10W-30;SN;ILSAC GF-5;GM 6094M;0;1
PETRO-CANADA;MOSP53C16;Моторное масло PETRO-CANADA Supreme SAE 5W-30 (4л);4;Полусинтетическое;5W-30;SN;ILSAC GF-5;GM 6094M;0;1
PETRO-CANADA;MOSP14C16;Моторное масло PETRO-CANADA Supreme SAE 10W-40 (4л);4;Полусинтетическое;10W-40;SN;;GM 6094M;0;1
PETRO-CANADA;DEXL15C16;Моторное масло PETRO-CANADA Duron-E XL Synthetic Blend SAE 15W-40 (4л);4;Полусинтетическое;15W-40;CI-4;;Cummins CES 20078,Mack EO N Plus;0;1
PETRO-CANADA;DUR15C16;Моторное масло PETRO-CANADA Duron SAE 15W-40 (4л);4;Минеральное;15W-40;CI-4,CI-4+,SL;;Caterpillar ECF-1,Cummins CES 20078,Detroit Diesel Power Guard 93K214,MACK EO-O Premium Plus 03;0;Мало
PETRO-CANADA;DE15C16;Моторное масло PETRO-CANADA Duron-E SAE 15W-40 (4л);4;Синтетическое;15W-40;CH-4,CI-4,CI-4+,CJ-4,SM;;;0;1
PETRO-CANADA;PCESY54C20;Моторное масло PETRO-CANADA Europe Synthetic SAE 5W-40 (5л);5;Синтетическое;5W-40;CF,SM;A3/B3/B4,C3;BMW Longlife-04,MB 229.51,Porsche,VW 500.00,VW 505.00,VW 505.01;0;1
PETRO-CANADA;DE15P10;Моторное масло PETRO-CANADA Duron-E SAE 15W-40  (10л);10;Минеральное;15W-40;;;;0;1
PETRO-CANADA;DUR15CO2;Моторное масло PETRO-CANADA Duron SAE 15W-40 (10л);10;Минеральное;15W-40;;;;1;1
PETRO-CANADA;PCESY54P20;Моторное масло PETRO-CANADA Europe Synthetic SAE 5W-40 (20л);20;Синтетическое;5W-40;CF,SM;A3/B3/B4,C3;BMW Longlife-04,MB 229.51,VW 500.00,VW 505.00,VW 505.01;0;1
PETRO-CANADA;DUSYN54P20;Моторное масло PETRO-CANADA Duron Synthetic SAE 5W-40 (20л);20;Синтетическое;15W-40;CI-4+;;Caterpillar ECF-1,Cummins CES 20078,FORD M2C-171D,Mack EO M ,MACK EO-M Plus;0;1
PETRO-CANADA;Ab-DESYN14P20;Моторное масло PETRO-CANADA Duron-E Synthetic SAE 10W-40 (20л);20;Синтетическое;10W-40;CJ-4,SM;E7,E9;Caterpillar ECF-1a,Caterpillar ECF-2,Caterpillar ECF-3,Cummins CES 20078,Cummins CES 20081,MACK EO-N Premium Plus 03,MACK EO-O Premium Plus 07;0;1
PETRO-CANADA;DE13P20;Моторное масло PETRO-CANADA Duron-E SAE 10W-30 (20л);20;Синтетическое;10W-30;CH-4,CI-4,CI-4+,CJ-4,SM;;;0;1
PETRO-CANADA;DXL14P20;Моторное масло PETRO-CANADA Duron XL Synthetic Blend SAE 10W-40 (20л);20;Полусинтетическое;10W-40;CF,CH-4,CI-4,CI-4+,SL;A3/B3/B4;Caterpillar ECF-1a,Caterpillar ECF-2,Cummins CES 20076,Cummins CES 20078,MACK EO-O Premium Plus 03;0;1
PETRO-CANADA;DEXL15P20;Моторное масло PETRO-CANADA Duron-E XL Synthetic Blend SAE 15W-40 (20л);20;Полусинтетическое;15W-40;CI-4;;Cummins CES 20078,Mack EO N Plus;0;1
PETRO-CANADA;DUR15P20;Моторное масло PETRO-CANADA Duron SAE 15W-40 (20л);20;Минеральное;15W-40;CI-4,CI-4+,SL;;Caterpillar ECF-1,Cummins CES 20078,Detroit Diesel Power Guard 93K214,MACK EO-O Premium Plus 03;0;1
PETRO-CANADA;DE15P20;Моторное масло PETRO-CANADA Duron-E SAE 15W-40 (20л);20;Синтетическое;15W-40;CH-4,CI-4,CI-4+,CJ-4,SM;;;0;1
PETRO-CANADA;MOSP14DRM;Моторное масло PETRO-CANADA Supreme SAE 10W-40 (205л);205;Полусинтетическое;10W-40;SN;;GM 6094M;0;1
PETRO-CANADA;DXL14DRM;Моторное масло PETRO-CANADA Duron Synthetic Blend SAE 10W-40 (205л);205;Полусинтетическое;10W-40;CF,CH-4,CI-4,CI-4+,SL;A3/B3/B4;Caterpillar ECF-1a,Caterpillar ECF-2,Cummins CES 20076,Cummins CES 20078,MACK EO-N Premium Plus 03;0;1
PETRO-CANADA;DUR15DRX;Моторное масло PETRO-CANADA Duron SAE 15W-40 (205л);205;Минеральное;15W-40;GL- 4,GL 4+,SL;;Caterpillar ECF-1,Cummins CES 20078,Detroit Diesel Power Guard 93K214,MACK EO-N Premium Plus 03;0;1
;550036715;Моторное масло QUAKER STATE Ultimate Durability SAE 10W-30 (0,946л);;;;;;;0;Мало
;550036717;Моторное масло QUAKER STATE Ultimate Durability SAE 5W-30 (0,946л);;;;;;;1;1
QuakerState;12480;Моторное масло для 2-Такт QUAKER STATE 2-Cycle (0,237л);0,237;Синтетическое;;;;;0;1
QuakerState;550024137;Моторное масло QUAKER STATE Advanced Durability SAE 30 (0,946л);0,946;Синтетическое;30;;;;0;1
QuakerState;550024108;Моторное масло QUAKER STATE Advanced Durability SAE 40 (0,946л);0,946;Синтетическое;40;;;;0;1
QuakerState;550024059;Моторное масло QUAKER STATE Advanced Durability SAE 10W-40 (0,946л);0,946;Синтетическое;10W-40;;;;0;1
QuakerState;550024113;Моторное масло QUAKER STATE Ultimate Durability SAE 5W-20 (0,946л);0,946;Синтетическое;5W-20;;;;0;1
QuakerState;550036735;Моторное масло QUAKER STATE Ultimate Durability SAE 0W-20 (0,946л);0,946;Синтетическое;0W-20;;;;0;1
QuakerState;550024144;Моторное масло QUAKER STATE Ultimate Durability European L SAE 5W-30 (0,946л);0,946;Синтетическое;5W-30;;;;0;1
QuakerState;550024141;Моторное масло QUAKER STATE Ultimate Durability SAE 0W-20 (0,946л)**;0,946;Синтетическое;0W-20;;;;1;1
QuakerState;550024110;Моторное масло QUAKER STATE Ultimate Durability SAE 5W-30 (0,946л)**;0,946;Синтетическое;5W-30;;;;0;1
QuakerState;550024131;Моторное масло QUAKER STATE Enhanced Durability SAE 10W-30 (0,946л);0,946;Синтетическое;10W-30;;;;0;1
QuakerState;550024062;Моторное масло QUAKER STATE Advanced Durability SAE 20W-50 (0,946л);0,946;Синтетическое;5W-50;;;;0;1
QuakerState;550024104;Моторное масло QUAKER STATE Defy SAE 5W-30 (0,946л);0,946;Синтетическое;5W-30;;;;0;1
QuakerState;550024111;Моторное масло QUAKER STATE Ultimate Durability SAE 5W-50 (0,946л);0,946;Синтетическое;5W-50;;;;0;1
QuakerState;550024061;Моторное масло QUAKER STATE Advanced Durability SAE 10W-30 (0,946л);0,946;Синтетическое;10W-30;;;;0;1
QuakerState;550024133;Моторное масло QUAKER STATE Ultimate Durability SAE 10W-30 (0,946л)**;0,946;Синтетическое;10W-30;;;;0;1
QuakerState;550025171;Моторное масло QUAKER STATE Ultimate Durability European SAE 5W-30 (0,946л);0,946;Синтетическое;5W-30;;;;0;1
QuakerState;550024132;Моторное масло QUAKER STATE Advanced Durability SAE 5W-20 (0,946л);0,946;Синтетическое;5W-20;;;;0;1
